Series Id,Year,Period,Value
APU0000701111,2017,M02,0.526
APU0000701111,2017,M03,0.531
APU0000701111,2017,M04,0.516
APU0000701111,2017,M05,0.517
APU0000701111,2017,M06,0.507
APU0000701111,2017,M07,0.512
APU0000701111,2017,M08,0.512
APU0000701111,2017,M09,0.505
APU0000701111,2017,M10,0.500
APU0000701111,2017,M11,0.469
APU0000701111,2017,M12,0.462
APU0000701111,2018,M01,0.471
APU0000701111,2018,M02,0.470
APU0000701111,2018,M03,0.468
APU0000701111,2018,M04,0.472
APU0000701111,2018,M05,0.469
APU0000701111,2018,M06,0.469
APU0000701111,2018,M07,0.468
APU0000701111,2018,M08,0.464
APU0000701111,2018,M09,0.467
APU0000701111,2018,M10,0.453
APU0000701111,2018,M11,0.433
APU0000701111,2018,M12,0.437
APU0000701111,2019,M01,0.439
APU0000701111,2019,M02,0.443
APU0000701111,2019,M03,0.445
APU0000701111,2019,M04,0.434
APU0000701111,2019,M05,0.454
APU0000701111,2019,M06,0.448
APU0000701111,2019,M07,0.454
APU0000701111,2019,M08,0.450
APU0000701111,2019,M09,0.449
APU0000701111,2019,M10,0.432
APU0000701111,2019,M11,0.417
APU0000701111,2019,M12,0.429
APU0000701111,2020,M01,0.438
APU0000701111,2020,M02,0.438
APU0000701111,2020,M03,0.442
APU0000701111,2020,M05,0.461
APU0000701111,2020,M06,0.468
APU0000701111,2020,M07,0.461
APU0000701111,2020,M08,0.459
APU0000701111,2020,M09,0.451
APU0000701111,2020,M10,0.452
APU0000701111,2020,M11,0.445
APU0000701111,2020,M12,0.450
APU0000701111,2021,M01,0.446
APU0000701111,2021,M02,0.440
APU0000701111,2021,M03,0.436
APU0000701111,2021,M04,0.437
APU0000701111,2021,M05,0.439
APU0000701111,2021,M06,0.356
APU0000701111,2021,M07,0.368
APU0000701111,2021,M08,0.371
APU0000701111,2021,M09,0.382
APU0000701111,2021,M10,0.396
APU0000701111,2021,M11,0.386
APU0000701111,2021,M12,0.388
APU0000701111,2022,M01,0.424
APU0000701111,2022,M02,0.428
APU0000701111,2022,M03,0.448
APU0000701111,2022,M04,0.455
APU0000701111,2022,M05,0.456
APU0000701111,2022,M06,0.498
APU0000701111,2022,M07,0.533
APU0000701111,2022,M08,0.549
APU0000701111,2022,M09,0.556
APU0000701111,2022,M10,0.534
APU0000701111,2022,M11,0.524
APU0000701111,2022,M12,0.522
APU0000701111,2023,M01,0.540
APU0000701111,2023,M02,0.550
APU0000701111,2023,M03,0.546
APU0000701111,2023,M04,0.542
APU0000701111,2023,M05,0.544
APU0000701111,2023,M06,0.551
APU0000701111,2023,M07,0.564
APU0000701111,2023,M08,0.566
APU0000701111,2023,M09,0.565
APU0000701111,2023,M10,0.562
APU0000709112,1995,M07,2.477
APU0000709112,1995,M08,2.482
APU0000709112,1995,M09,2.459
APU0000709112,1995,M10,2.473
APU0000709112,1995,M11,2.493
APU0000709112,1995,M12,2.518
APU0000709112,1996,M01,2.546
APU0000709112,1996,M02,2.541
APU0000709112,1996,M03,2.539
APU0000709112,1996,M04,2.537
APU0000709112,1996,M05,2.532
APU0000709112,1996,M06,2.599
APU0000709112,1996,M07,2.649
APU0000709112,1996,M08,2.666
APU0000709112,1996,M09,2.666
APU0000709112,1996,M10,2.730
APU0000709112,1996,M11,2.746
APU0000709112,1996,M12,2.727
APU0000709112,1997,M01,2.677
APU0000709112,1997,M02,2.632
APU0000709112,1997,M03,2.632
APU0000709112,1997,M04,2.606
APU0000709112,1997,M05,2.608
APU0000709112,1997,M06,2.587
APU0000709112,1997,M07,2.557
APU0000709112,1997,M08,2.551
APU0000709112,1997,M09,2.533
APU0000709112,1997,M10,2.635
APU0000709112,1997,M11,2.678
APU0000709112,1997,M12,2.672
APU0000709112,1998,M01,2.632
APU0000709112,1998,M02,2.653
APU0000709112,1998,M03,2.658
APU0000709112,1998,M04,2.668
APU0000709112,1998,M05,2.666
APU0000709112,1998,M06,2.622
APU0000709112,1998,M07,2.628
APU0000709112,1998,M08,2.717
APU0000709112,1998,M09,2.757
APU0000709112,1998,M10,2.785
APU0000709112,1998,M11,2.800
APU0000709112,1998,M12,2.859
APU0000709112,1999,M01,2.940
APU0000709112,1999,M02,3.004
APU0000709112,1999,M03,3.003
APU0000709112,1999,M04,2.707
APU0000709112,1999,M05,2.716
APU0000709112,1999,M06,2.704
APU0000709112,1999,M07,2.706
APU0000709112,1999,M08,2.719
APU0000709112,1999,M09,2.794
APU0000709112,1999,M10,2.964
APU0000709112,1999,M11,2.981
APU0000709112,1999,M12,2.875
APU0000709112,2000,M01,2.785
APU0000709112,2000,M02,2.777
APU0000709112,2000,M03,2.748
APU0000709112,2000,M04,2.773
APU0000709112,2000,M05,2.782
APU0000709112,2000,M06,2.763
APU0000709112,2000,M07,2.781
APU0000709112,2000,M08,2.807
APU0000709112,2000,M09,2.809
APU0000709112,2000,M10,2.805
APU0000709112,2000,M11,2.753
APU0000709112,2000,M12,2.785
APU0000709112,2001,M01,2.852
APU0000709112,2001,M02,2.847
APU0000709112,2001,M03,2.760
APU0000709112,2001,M04,2.845
APU0000709112,2001,M05,2.893
APU0000709112,2001,M06,2.911
APU0000709112,2001,M07,2.933
APU0000709112,2001,M08,2.890
APU0000709112,2001,M09,2.941
APU0000709112,2001,M10,2.954
APU0000709112,2001,M11,2.890
APU0000709112,2001,M12,2.895
APU0000709112,2002,M01,2.812
APU0000709112,2002,M02,2.807
APU0000709112,2002,M03,2.816
APU0000709112,2002,M04,2.779
APU0000709112,2002,M05,2.782
APU0000709112,2002,M06,2.768
APU0000709112,2002,M07,2.747
APU0000709112,2002,M08,2.720
APU0000709112,2002,M09,2.728
APU0000709112,2002,M10,2.727
APU0000709112,2002,M11,2.719
APU0000709112,2002,M12,2.682
APU0000709112,2003,M01,2.686
APU0000709112,2003,M02,2.689
APU0000709112,2003,M03,2.656
APU0000709112,2003,M04,2.674
APU0000709112,2003,M05,2.685
APU0000709112,2003,M06,2.676
APU0000709112,2003,M07,2.708
APU0000709112,2003,M08,2.666
APU0000709112,2003,M09,2.904
APU0000709112,2003,M10,2.905
APU0000709112,2003,M11,2.937
APU0000709112,2003,M12,2.947
APU0000709112,2004,M01,2.879
APU0000709112,2004,M02,2.814
APU0000709112,2004,M03,2.786
APU0000709112,2004,M04,2.906
APU0000709112,2004,M05,3.374
APU0000709112,2004,M06,3.574
APU0000709112,2004,M07,3.479
APU0000709112,2004,M08,3.297
APU0000709112,2004,M09,3.149
APU0000709112,2004,M10,3.161
APU0000709112,2004,M11,3.219
APU0000709112,2004,M12,3.233
APU0000709112,2005,M01,3.304
APU0000709112,2005,M02,3.176
APU0000709112,2005,M03,3.226
APU0000709112,2005,M04,3.225
APU0000709112,2005,M05,3.207
APU0000709112,2005,M06,3.122
APU0000709112,2005,M07,3.090
APU0000709112,2005,M08,3.136
APU0000709112,2005,M09,3.133
APU0000709112,2005,M10,3.171
APU0000709112,2005,M11,3.211
APU0000709112,2005,M12,3.241
APU0000709112,2006,M01,3.197
APU0000709112,2006,M02,3.224
APU0000709112,2006,M03,3.161
APU0000709112,2006,M04,3.123
APU0000709112,2006,M05,3.066
APU0000709112,2006,M06,3.001
APU0000709112,2006,M07,3.083
APU0000709112,2006,M08,3.019
APU0000709112,2006,M09,3.049
APU0000709112,2006,M10,3.064
APU0000709112,2006,M11,2.985
APU0000709112,2006,M12,3.004
APU0000709112,2007,M01,3.067
APU0000709112,2007,M02,3.083
APU0000709112,2007,M03,3.072
APU0000709112,2007,M04,3.135
APU0000709112,2007,M05,3.259
APU0000709112,2007,M06,3.427
APU0000709112,2007,M07,3.736
APU0000709112,2007,M08,3.807
APU0000709112,2007,M09,3.841
APU0000709112,2007,M10,3.838
APU0000709112,2007,M11,3.904
APU0000709112,2007,M12,3.870
APU0000709112,2008,M01,3.871
APU0000709112,2008,M02,3.869
APU0000709112,2008,M03,3.781
APU0000709112,2008,M04,3.799
APU0000709112,2008,M05,3.760
APU0000709112,2008,M06,3.773
APU0000709112,2008,M07,3.961
APU0000709112,2008,M08,3.886
APU0000709112,2008,M09,3.773
APU0000709112,2008,M10,3.656
APU0000709112,2008,M11,3.734
APU0000709112,2008,M12,3.681
APU0000709112,2009,M01,3.575
APU0000709112,2009,M02,3.319
APU0000709112,2009,M03,3.116
APU0000709112,2009,M04,3.084
APU0000709112,2009,M05,3.068
APU0000709112,2009,M06,3.009
APU0000709112,2009,M07,2.992
APU0000709112,2009,M08,2.979
APU0000709112,2009,M09,2.981
APU0000709112,2009,M10,3.046
APU0000709112,2009,M11,3.034
APU0000709112,2009,M12,3.105
APU0000709112,2010,M01,3.236
APU0000709112,2010,M02,3.203
APU0000709112,2010,M03,3.188
APU0000709112,2010,M04,3.140
APU0000709112,2010,M05,3.178
APU0000709112,2010,M06,3.297
APU0000709112,2010,M07,3.313
APU0000709112,2010,M08,3.303
APU0000709112,2010,M09,3.278
APU0000709112,2010,M10,3.321
APU0000709112,2010,M11,3.327
APU0000709112,2010,M12,3.318
APU0000709112,2011,M01,3.301
APU0000709112,2011,M02,3.357
APU0000709112,2011,M03,3.503
APU0000709112,2011,M04,3.597
APU0000709112,2011,M05,3.653
APU0000709112,2011,M06,3.622
APU0000709112,2011,M07,3.654
APU0000709112,2011,M08,3.713
APU0000709112,2011,M09,3.715
APU0000709112,2011,M10,3.622
APU0000709112,2011,M11,3.557
APU0000709112,2011,M12,3.565
APU0000709112,2012,M01,3.583
APU0000709112,2012,M02,3.520
APU0000709112,2012,M03,3.499
APU0000709112,2012,M04,3.474
APU0000709112,2012,M05,3.427
APU0000709112,2012,M06,3.396
APU0000709112,2012,M07,3.428
APU0000709112,2012,M08,3.474
APU0000709112,2012,M09,3.469
APU0000709112,2012,M10,3.524
APU0000709112,2012,M11,3.536
APU0000709112,2012,M12,3.580
APU0000709112,2013,M01,3.526
APU0000709112,2013,M02,3.480
APU0000709112,2013,M03,3.431
APU0000709112,2013,M04,3.428
APU0000709112,2013,M05,3.441
APU0000709112,2013,M06,3.458
APU0000709112,2013,M07,3.449
APU0000709112,2013,M08,3.448
APU0000709112,2013,M09,3.428
APU0000709112,2013,M10,3.462
APU0000709112,2013,M11,3.491
APU0000709112,2013,M12,3.501
APU0000709112,2014,M01,3.552
APU0000709112,2014,M02,3.561
APU0000709112,2014,M03,3.669
APU0000709112,2014,M04,3.687
APU0000709112,2014,M05,3.735
APU0000709112,2014,M06,3.626
APU0000709112,2014,M07,3.645
APU0000709112,2014,M08,3.673
APU0000709112,2014,M09,3.732
APU0000709112,2014,M10,3.766
APU0000709112,2014,M11,3.858
APU0000709112,2014,M12,3.820
APU0000709112,2015,M01,3.758
APU0000709112,2015,M02,3.496
APU0000709112,2015,M03,3.463
APU0000709112,2015,M04,3.397
APU0000709112,2015,M05,3.387
APU0000709112,2015,M06,3.366
APU0000709112,2015,M07,3.430
APU0000709112,2015,M08,3.389
APU0000709112,2015,M09,3.392
APU0000709112,2015,M10,3.338
APU0000709112,2015,M11,3.299
APU0000709112,2015,M12,3.310
APU0000709112,2016,M01,3.313
APU0000709112,2016,M02,3.230
APU0000709112,2016,M03,3.187
APU0000709112,2016,M04,3.155
APU0000709112,2016,M05,3.157
APU0000709112,2016,M06,3.115
APU0000709112,2016,M07,3.062
APU0000709112,2016,M08,3.141
APU0000709112,2016,M09,3.229
APU0000709112,2016,M10,3.292
APU0000709112,2016,M11,3.280
APU0000709112,2016,M12,3.290
APU0000709112,2017,M01,3.318
APU0000709112,2017,M02,3.300
APU0000709112,2017,M03,3.315
APU0000709112,2017,M04,3.259
APU0000709112,2017,M05,3.242
APU0000709112,2017,M06,3.213
APU0000709112,2017,M07,3.219
APU0000709112,2017,M08,3.168
APU0000709112,2017,M09,3.209
APU0000709112,2017,M10,3.158
APU0000709112,2017,M11,3.150
APU0000709112,2017,M12,3.155
APU0000709112,2018,M01,2.961
APU0000709112,2018,M02,2.923
APU0000709112,2018,M03,2.903
APU0000709112,2018,M04,2.924
APU0000709112,2018,M05,2.919
APU0000709112,2018,M06,2.877
APU0000709112,2018,M07,2.839
APU0000709112,2018,M08,2.871
APU0000709112,2018,M09,2.890
APU0000709112,2018,M10,2.913
APU0000709112,2018,M11,2.877
APU0000709112,2018,M12,2.853
APU0000709112,2019,M01,2.913
APU0000709112,2019,M02,2.900
APU0000709112,2019,M03,2.944
APU0000709112,2019,M04,2.980
APU0000709112,2019,M05,2.963
APU0000709112,2019,M06,3.054
APU0000709112,2019,M07,3.031
APU0000709112,2019,M08,3.045
APU0000709112,2019,M09,3.102
APU0000709112,2019,M10,3.119
APU0000709112,2019,M11,3.189
APU0000709112,2019,M12,3.188
APU0000709112,2020,M01,3.253
APU0000709112,2020,M02,3.196
APU0000709112,2020,M03,3.248
APU0000709112,2020,M04,3.267
APU0000709112,2020,M05,3.210
APU0000709112,2020,M06,3.198
APU0000709112,2020,M07,3.255
APU0000709112,2020,M08,3.406
APU0000709112,2020,M09,3.448
APU0000709112,2020,M10,3.380
APU0000709112,2020,M11,3.425
APU0000709112,2020,M12,3.535
APU0000709112,2021,M01,3.468
APU0000709112,2021,M02,3.368
APU0000709112,2021,M03,3.348
APU0000709112,2021,M04,3.447
APU0000709112,2021,M05,3.497
APU0000709112,2021,M06,3.557
APU0000709112,2021,M07,3.627
APU0000709112,2021,M08,3.560
APU0000709112,2021,M09,3.585
APU0000709112,2021,M10,3.663
APU0000709112,2021,M11,3.671
APU0000709112,2021,M12,3.743
APU0000709112,2022,M01,3.787
APU0000709112,2022,M02,3.875
APU0000709112,2022,M03,3.917
APU0000709112,2022,M04,4.012
APU0000709112,2022,M05,4.204
APU0000709112,2022,M06,4.153
APU0000709112,2022,M07,4.156
APU0000709112,2022,M08,4.194
APU0000709112,2022,M09,4.181
APU0000709112,2022,M10,4.184
APU0000709112,2022,M11,4.218
APU0000709112,2022,M12,4.211
APU0000709112,2023,M01,4.204
APU0000709112,2023,M02,4.163
APU0000709112,2023,M03,4.098
APU0000709112,2023,M04,4.042
APU0000709112,2023,M05,4.042
APU0000709112,2023,M06,3.985
APU0000709112,2023,M07,3.971
APU0000709112,2023,M08,3.927
APU0000709112,2023,M09,3.965
APU0000709112,2023,M10,3.927
APU0000711311,1980,M01,0.339
APU0000711311,1980,M02,0.337
APU0000711311,1980,M03,0.352
APU0000711311,1980,M04,0.349
APU0000711311,1980,M05,0.360
APU0000711311,1980,M12,0.451
APU0000711311,1981,M01,0.400
APU0000711311,1981,M02,0.399
APU0000711311,1981,M03,0.392
APU0000711311,1981,M04,0.398
APU0000711311,1981,M05,0.368
APU0000711311,1981,M06,0.387
APU0000711311,1981,M12,0.390
APU0000711311,1982,M01,0.402
APU0000711311,1982,M02,0.425
APU0000711311,1982,M03,0.433
APU0000711311,1982,M04,0.447
APU0000711311,1982,M12,0.458
APU0000711311,1983,M01,0.390
APU0000711311,1983,M02,0.384
APU0000711311,1983,M03,0.386
APU0000711311,1983,M04,0.395
APU0000711311,1983,M05,0.387
APU0000711311,1983,M06,0.400
APU0000711311,1983,M12,0.368
APU0000711311,1984,M01,0.368
APU0000711311,1984,M02,0.349
APU0000711311,1984,M03,0.364
APU0000711311,1984,M04,0.371
APU0000711311,1984,M05,0.417
APU0000711311,1984,M11,0.572
APU0000711311,1984,M12,0.523
APU0000711311,1985,M01,0.526
APU0000711311,1985,M02,0.525
APU0000711311,1985,M03,0.505
APU0000711311,1985,M04,0.528
APU0000711311,1985,M05,0.614
APU0000711311,1985,M12,0.499
APU0000711311,1986,M01,0.483
APU0000711311,1986,M02,0.452
APU0000711311,1986,M03,0.451
APU0000711311,1986,M04,0.463
APU0000711311,1986,M05,0.499
APU0000711311,1986,M11,0.519
APU0000711311,1986,M12,0.498
APU0000711311,1987,M03,0.499
APU0000711311,1987,M04,0.491
APU0000711311,1987,M05,0.529
APU0000711311,1987,M11,0.678
APU0000711311,1987,M12,0.519
APU0000711311,1988,M01,0.501
APU0000711311,1988,M02,0.496
APU0000711311,1988,M03,0.496
APU0000711311,1988,M04,0.504
APU0000711311,1988,M05,0.599
APU0000711311,1988,M12,0.562
APU0000711311,1989,M01,0.521
APU0000711311,1989,M02,0.464
APU0000711311,1989,M03,0.471
APU0000711311,1989,M04,0.511
APU0000711311,1989,M05,0.534
APU0000711311,1989,M11,0.585
APU0000711311,1989,M12,0.528
APU0000711311,1990,M01,0.501
APU0000711311,1990,M02,0.580
APU0000711311,1990,M03,0.570
APU0000711311,1990,M04,0.560
APU0000711311,1990,M05,0.578
APU0000711311,1990,M06,0.621
APU0000711311,1990,M11,0.585
APU0000711311,1990,M12,0.563
APU0000711311,1991,M01,0.823
APU0000711311,1991,M02,0.930
APU0000711311,1991,M11,0.731
APU0000711311,1991,M12,0.652
APU0000711311,1992,M01,0.643
APU0000711311,1992,M02,0.616
APU0000711311,1992,M03,0.563
APU0000711311,1992,M04,0.537
APU0000711311,1992,M05,0.573
APU0000711311,1992,M11,0.571
APU0000711311,1992,M12,0.516
APU0000711311,1993,M01,0.514
APU0000711311,1993,M02,0.506
APU0000711311,1993,M03,0.506
APU0000711311,1993,M04,0.521
APU0000711311,1993,M05,0.549
APU0000711311,1993,M11,0.694
APU0000711311,1993,M12,0.556
APU0000711311,1994,M01,0.505
APU0000711311,1994,M02,0.496
APU0000711311,1994,M03,0.520
APU0000711311,1994,M04,0.549
APU0000711311,1994,M05,0.618
APU0000711311,1994,M11,0.578
APU0000711311,1994,M12,0.552
APU0000711311,1995,M01,0.575
APU0000711311,1995,M02,0.585
APU0000711311,1995,M03,0.571
APU0000711311,1995,M04,0.606
APU0000711311,1995,M05,0.650
APU0000711311,1995,M11,0.742
APU0000711311,1995,M12,0.643
APU0000711311,1996,M01,0.561
APU0000711311,1996,M02,0.559
APU0000711311,1996,M03,0.565
APU0000711311,1996,M04,0.620
APU0000711311,1996,M05,0.716
APU0000711311,1996,M11,0.707
APU0000711311,1996,M12,0.593
APU0000711311,1997,M01,0.555
APU0000711311,1997,M02,0.554
APU0000711311,1997,M03,0.546
APU0000711311,1997,M04,0.598
APU0000711311,1997,M05,0.706
APU0000711311,1997,M11,0.642
APU0000711311,1997,M12,0.583
APU0000711311,1998,M01,0.525
APU0000711311,1998,M02,0.507
APU0000711311,1998,M03,0.505
APU0000711311,1998,M04,0.571
APU0000711311,1998,M05,0.672
APU0000711311,1998,M12,0.608
APU0000711311,1999,M01,0.830
APU0000711311,1999,M02,0.889
APU0000711311,1999,M03,0.869
APU0000711311,1999,M04,0.944
APU0000711311,1999,M11,0.884
APU0000711311,1999,M12,0.641
APU0000711311,2000,M01,0.607
APU0000711311,2000,M02,0.586
APU0000711311,2000,M03,0.572
APU0000711311,2000,M04,0.573
APU0000711311,2000,M05,0.638
APU0000711311,2000,M06,0.699
APU0000711311,2000,M11,0.725
APU0000711311,2000,M12,0.624
APU0000711311,2001,M01,0.638
APU0000711311,2001,M02,0.660
APU0000711311,2001,M03,0.646
APU0000711311,2001,M04,0.735
APU0000711311,2001,M05,0.793
APU0000711311,2001,M11,0.867
APU0000711311,2001,M12,0.713
APU0000711311,2002,M01,0.715
APU0000711311,2002,M02,0.759
APU0000711311,2002,M03,0.710
APU0000711311,2002,M04,0.751
APU0000711311,2002,M05,0.849
APU0000711311,2002,M10,1.163
APU0000711311,2002,M11,0.998
APU0000711311,2002,M12,0.742
APU0000711311,2003,M01,0.713
APU0000711311,2003,M02,0.711
APU0000711311,2003,M03,0.728
APU0000711311,2003,M04,0.742
APU0000711311,2003,M05,0.800
APU0000711311,2003,M06,0.875
APU0000711311,2003,M10,1.141
APU0000711311,2003,M11,0.971
APU0000711311,2003,M12,0.862
APU0000711311,2004,M01,0.793
APU0000711311,2004,M02,0.725
APU0000711311,2004,M03,0.730
APU0000711311,2004,M04,0.744
APU0000711311,2004,M05,0.770
APU0000711311,2004,M06,0.878
APU0000711311,2004,M09,1.142
APU0000711311,2004,M11,1.080
APU0000711311,2004,M12,0.865
APU0000711311,2005,M01,0.838
APU0000711311,2005,M02,0.802
APU0000711311,2005,M03,0.783
APU0000711311,2005,M04,0.816
APU0000711311,2005,M05,0.899
APU0000711311,2005,M06,1.012
APU0000711311,2005,M09,1.363
APU0000711311,2005,M10,1.388
APU0000711311,2005,M11,1.172
APU0000711311,2005,M12,0.885
APU0000711311,2006,M01,0.837
APU0000711311,2006,M02,0.915
APU0000711311,2006,M03,0.888
APU0000711311,2006,M04,0.876
APU0000711311,2006,M05,0.990
APU0000711311,2006,M06,1.119
APU0000711311,2006,M07,1.270
APU0000711311,2006,M09,1.483
APU0000711311,2006,M10,1.423
APU0000711311,2006,M11,1.200
APU0000711311,2006,M12,0.958
APU0000711311,2007,M01,1.092
APU0000711311,2007,M02,1.375
APU0000711311,2007,M03,1.301
APU0000711311,2007,M04,1.243
APU0000711311,2007,M05,1.268
APU0000711311,2007,M06,1.321
APU0000711311,2007,M08,1.500
APU0000711311,2007,M09,1.503
APU0000711311,2007,M10,1.542
APU0000711311,2007,M11,1.079
APU0000711311,2007,M12,0.905
APU0000711311,2008,M01,0.905
APU0000711311,2008,M02,0.887
APU0000711311,2008,M03,0.898
APU0000711311,2008,M04,0.931
APU0000711311,2008,M05,1.008
APU0000711311,2008,M06,1.136
APU0000711311,2008,M07,1.291
APU0000711311,2008,M08,1.452
APU0000711311,2008,M09,1.471
APU0000711311,2008,M10,1.428
APU0000711311,2008,M11,1.055
APU0000711311,2008,M12,0.934
APU0000711311,2009,M01,0.896
APU0000711311,2009,M02,0.912
APU0000711311,2009,M03,0.889
APU0000711311,2009,M04,0.910
APU0000711311,2009,M05,0.963
APU0000711311,2009,M06,1.060
APU0000711311,2009,M07,1.191
APU0000711311,2009,M08,1.222
APU0000711311,2009,M09,1.255
APU0000711311,2009,M10,1.262
APU0000711311,2009,M11,1.113
APU0000711311,2009,M12,0.932
APU0000711311,2010,M01,0.899
APU0000711311,2010,M02,0.870
APU0000711311,2010,M03,0.858
APU0000711311,2010,M04,0.871
APU0000711311,2010,M05,0.952
APU0000711311,2010,M06,1.096
APU0000711311,2010,M07,1.149
APU0000711311,2010,M08,1.242
APU0000711311,2010,M09,1.302
APU0000711311,2010,M10,1.281
APU0000711311,2010,M11,1.200
APU0000711311,2010,M12,1.021
APU0000711311,2011,M01,1.052
APU0000711311,2011,M02,0.989
APU0000711311,2011,M03,0.957
APU0000711311,2011,M04,0.926
APU0000711311,2011,M05,0.916
APU0000711311,2011,M06,1.014
APU0000711311,2011,M07,1.078
APU0000711311,2011,M08,1.268
APU0000711311,2011,M09,1.438
APU0000711311,2011,M10,1.386
APU0000711311,2011,M11,1.142
APU0000711311,2011,M12,0.983
APU0000711311,2012,M01,0.929
APU0000711311,2012,M02,0.852
APU0000711311,2012,M03,0.850
APU0000711311,2012,M04,0.910
APU0000711311,2012,M05,0.968
APU0000711311,2012,M06,1.032
APU0000711311,2012,M07,1.127
APU0000711311,2012,M08,1.283
APU0000711311,2012,M09,1.296
APU0000711311,2012,M10,1.254
APU0000711311,2012,M11,1.102
APU0000711311,2012,M12,1.035
APU0000711311,2013,M01,0.991
APU0000711311,2013,M02,0.998
APU0000711311,2013,M03,0.988
APU0000711311,2013,M04,0.981
APU0000711311,2013,M05,1.048
APU0000711311,2013,M06,1.147
APU0000711311,2013,M07,1.287
APU0000711311,2013,M08,1.377
APU0000711311,2013,M09,1.334
APU0000711311,2013,M10,1.328
APU0000711311,2013,M11,1.201
APU0000711311,2013,M12,1.129
APU0000711311,2014,M01,1.118
APU0000711311,2014,M02,1.146
APU0000711311,2014,M03,1.212
APU0000711311,2014,M04,1.261
APU0000711311,2014,M05,1.342
APU0000711311,2014,M06,1.299
APU0000711311,2014,M07,1.390
APU0000711311,2014,M08,1.467
APU0000711311,2014,M09,1.486
APU0000711311,2014,M10,1.508
APU0000711311,2014,M11,1.352
APU0000711311,2014,M12,1.246
APU0000711311,2015,M01,1.195
APU0000711311,2015,M02,1.185
APU0000711311,2015,M03,1.201
APU0000711311,2015,M04,1.165
APU0000711311,2015,M05,1.208
APU0000711311,2015,M06,1.274
APU0000711311,2015,M07,1.380
APU0000711311,2015,M08,1.493
APU0000711311,2015,M09,1.480
APU0000711311,2015,M10,1.514
APU0000711311,2015,M11,1.329
APU0000711311,2015,M12,1.229
APU0000711311,2016,M01,1.196
APU0000711311,2016,M02,1.194
APU0000711311,2016,M03,1.188
APU0000711311,2016,M04,1.176
APU0000711311,2016,M05,1.148
APU0000711311,2016,M06,1.186
APU0000711311,2016,M07,1.268
APU0000711311,2016,M08,1.365
APU0000711311,2016,M09,1.410
APU0000711311,2016,M10,1.412
APU0000711311,2016,M11,1.239
APU0000711311,2016,M12,1.169
APU0000711311,2017,M01,1.186
APU0000711311,2017,M02,1.191
APU0000711311,2017,M03,1.180
APU0000711311,2017,M04,1.174
APU0000711311,2017,M05,1.226
APU0000711311,2017,M06,1.346
APU0000711311,2017,M07,1.462
APU0000711311,2017,M08,1.453
APU0000711311,2017,M09,1.480
APU0000711311,2017,M10,1.590
APU0000711311,2017,M11,1.486
APU0000711311,2017,M12,1.315
APU0000711311,2018,M01,1.326
APU0000711311,2018,M02,1.339
APU0000711311,2018,M03,1.305
APU0000711311,2018,M04,1.291
APU0000711311,2018,M05,1.348
APU0000711311,2018,M06,1.409
APU0000711311,2018,M07,1.538
APU0000711311,2018,M08,1.559
APU0000711311,2018,M09,1.511
APU0000711311,2018,M10,1.502
APU0000711311,2018,M11,1.437
APU0000711311,2018,M12,1.389
APU0000711311,2019,M01,1.344
APU0000711311,2019,M02,1.298
APU0000711311,2019,M03,1.346
APU0000711311,2019,M04,1.280
APU0000711311,2019,M05,1.331
APU0000711311,2019,M06,1.296
APU0000711311,2019,M07,1.411
APU0000711311,2019,M08,1.442
APU0000711311,2019,M09,1.426
APU0000711311,2019,M10,1.470
APU0000711311,2019,M11,1.429
APU0000711311,2019,M12,1.327
APU0000711311,2020,M01,1.244
APU0000711311,2020,M02,1.218
APU0000711311,2020,M03,1.174
APU0000711311,2020,M05,1.209
APU0000711311,2020,M06,1.296
APU0000711311,2020,M12,1.329
APU0000711311,2021,M01,1.303
APU0000711311,2021,M02,1.321
APU0000711311,2021,M03,1.266
APU0000711311,2021,M04,1.320
APU0000711311,2021,M05,1.317
APU0000711311,2021,M06,1.354
APU0000711311,2021,M10,1.490
APU0000711311,2021,M11,1.440
APU0000711311,2021,M12,1.448
APU0000711311,2022,M01,1.427
APU0000711311,2022,M02,1.445
APU0000711311,2022,M03,1.480
APU0000711311,2022,M04,1.505
APU0000711311,2022,M05,1.546
APU0000711311,2022,M06,1.600
APU0000711311,2022,M08,1.703
APU0000711311,2022,M09,1.730
APU0000711311,2022,M10,1.730
APU0000711311,2022,M11,1.641
APU0000711311,2022,M12,1.485
APU0000711311,2023,M01,1.514
APU0000711311,2023,M02,1.549
APU0000711311,2023,M03,1.509
APU0000711311,2023,M04,1.530
APU0000711311,2023,M05,1.512
APU0000711311,2023,M06,1.535
APU0000711311,2023,M07,1.591
APU0000711311,2023,M08,1.623
APU0000711311,2023,M09,1.637
APU0000711311,2023,M10,1.693
APU0000701312,1980,M01,0.484
APU0000701312,1980,M02,0.488
APU0000701312,1980,M03,0.489
APU0000701312,1980,M04,0.511
APU0000701312,1980,M05,0.510
APU0000701312,1980,M06,0.521
APU0000701312,1980,M07,0.523
APU0000701312,1980,M08,0.518
APU0000701312,1980,M09,0.517
APU0000701312,1980,M10,0.519
APU0000701312,1980,M11,0.520
APU0000701312,1980,M12,0.539
APU0000701312,1981,M01,0.551
APU0000701312,1981,M02,0.554
APU0000701312,1981,M03,0.563
APU0000701312,1981,M04,0.572
APU0000701312,1981,M05,0.575
APU0000701312,1981,M06,0.572
APU0000701312,1981,M07,0.574
APU0000701312,1981,M08,0.577
